CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;
CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;CH4P-0519-001;
Date;Time;Weekday;P_pump;p_TDLAS;p_in;I_total;U_supply;external_pump;internal_1;internal_2;Runtime;internal_3;internal_4;internal_5;internal_6;Conc_estimate;pCH4;xCH4;T_control;T_gas;%rH_gas;
-;-;-;W;mbar;mbar;mA;V;-;-;-;s;-;-;-;-;ppm;µatm;ppm;°C;°C;%;
2023-05-19;11:53:06;5;0.526;1005.93;994.28;442.2;12.941843;1;1000;0;3535627;8;959;0;35430;1.824;1.78;1.814;36.001;33.805;20.901;
2023-05-19;11:54:06;5;0.526;1005.9;994.29;442.887;12.944003;1;1000;0;3535687;8;959;0;35430;1.833;1.789;1.823;35.996;33.809;20.972;
2023-05-19;11:55:06;5;0.526;1005.84;994.3;439.962;12.943119;1;1000;0;3535747;7;959;0;35411;2.104;2.054;2.093;36.001;33.803;21.035;
2023-05-19;11:56:06;5;0.526;1005.87;994.31;440.787;12.945377;1;1000;0;3535807;7;959;0;35412;1.987;1.939;1.976;36;33.806;21.114;
2023-05-19;11:57:06;5;0.526;1005.94;994.34;437.9;12.945966;1;1000;0;3535867;7;959;0;35451;1.767;1.725;1.757;35.999;33.81;21.117;
2023-05-19;11:58:06;5;0.526;1005.94;994.38;443.175;12.942824;1;1000;0;3535927;8;959;0;35452;1.734;1.693;1.725;35.995;33.811;21.114;
2023-05-19;11:59:06;5;0.526;1005.98;994.43;439.925;12.946947;1;1000;0;3535987;7;959;-1;31907;1.834;1.79;1.824;36;33.816;21.104;
2023-05-19;12:00:06;5;0.526;1006.09;994.47;443.737;12.948911;1;1000;0;3536047;8;959;0;35445;1.741;1.699;1.731;35.998;33.823;21.044;
2023-05-19;12:01:06;5;0.526;1006.07;994.47;438.1;12.944591;1;1000;0;3536107;7;959;0;35460;1.96;1.913;1.949;36.001;33.822;21.023;
2023-05-19;12:02:06;5;0.526;1006.08;994.5;438.562;12.94361;1;1000;0;3536167;7;959;0;35463;1.913;1.867;1.903;36.003;33.829;20.973;
2023-05-19;12:03:06;5;0.526;1006.07;994.5;444.175;12.945868;1;1000;0;3536227;8;959;0;35423;1.98;1.933;1.969;35.996;33.821;20.973;
2023-05-19;12:04:06;5;0.526;1006.06;994.52;445.8;12.946751;1;1000;0;3536287;8;959;0;35464;1.591;1.553;1.582;35.997;33.836;20.942;
2023-05-19;12:05:06;5;0.526;1006.08;994.52;438.862;12.944395;1;1000;0;3536347;8;959;0;35448;1.886;1.841;1.876;36;33.835;20.907;
2023-05-19;12:06:06;5;0.526;1006.13;994.55;438.3;12.946064;1;1000;0;3536407;9;959;0;35447;1.625;1.586;1.616;35.999;33.835;20.903;
2023-05-19;12:07:06;5;0.526;1006.17;994.55;434.637;12.947536;1;1000;0;3536467;9;959;0;35476;1.866;1.822;1.856;36.003;33.837;20.9;
2023-05-19;12:08:06;5;0.526;1006.14;994.57;442.225;12.946456;1;1000;0;3536527;8;959;0;35472;1.322;1.29;1.314;36;33.836;20.892;
2023-05-19;12:09:06;5;0.526;1006.18;994.57;443.05;12.948812;1;1000;0;3536587;8;959;0;35467;1.903;1.858;1.893;35.997;33.838;20.843;
2023-05-19;12:10:06;5;0.526;1006.21;994.57;445.962;12.943119;1;1000;0;3536647;8;959;0;35478;1.615;1.577;1.606;35.997;33.843;20.847;
2023-05-19;12:11:06;5;0.526;1006.17;994.58;442.25;12.943806;1;1000;0;3536707;8;959;0;35480;1.804;1.761;1.794;35.997;33.844;20.833;
2023-05-19;12:12:06;5;0.526;1006.23;994.59;432.275;12.952739;1;1000;0;3536767;7;959;0;35479;1.928;1.882;1.918;35.999;33.853;20.833;
2023-05-19;12:13:06;5;0.526;1006.25;994.62;436;12.949009;1;1000;0;3536827;7;959;0;35479;1.707;1.666;1.697;36;33.84;20.829;
2023-05-19;12:14:06;5;0.526;1006.22;994.65;448.037;12.944788;1;1000;0;3536887;9;959;0;35494;1.686;1.646;1.677;36.002;33.84;20.832;
2023-05-19;12:15:06;5;0.526;1006.29;994.65;431.975;12.944002;1;1000;0;3536947;8;959;0;35476;1.721;1.68;1.712;36.001;33.837;20.814;
2023-05-19;12:16:06;5;0.526;1006.29;994.7;433.962;12.94734;1;1000;0;3537007;8;959;0;35469;1.806;1.763;1.796;35.999;33.842;20.801;
2023-05-19;12:17:06;5;0.526;1006.33;994.72;437.25;12.944788;1;1000;0;3537067;7;959;0;35503;1.769;1.727;1.759;36;33.836;20.768;
2023-05-19;12:18:06;5;0.526;1006.35;994.74;438.362;12.945082;1;1000;0;3537127;7;959;0;35473;1.825;1.782;1.815;35.999;33.834;20.775;
2023-05-19;12:19:06;5;0.526;1006.34;994.76;440.025;12.946162;1;1000;0;3537187;8;959;0;35485;1.936;1.891;1.926;35.999;33.835;20.765;
2023-05-19;12:20:06;5;0.526;1006.39;994.73;436.462;12.947634;1;1000;0;3537247;8;959;0;35485;1.763;1.721;1.753;36.001;33.837;20.761;
2023-05-19;12:21:06;5;0.526;1006.41;994.77;434.137;12.94734;1;1000;0;3537307;8;959;0;35475;1.715;1.674;1.705;36.003;33.841;20.762;
2023-05-19;12:22:06;5;0.526;1006.45;994.82;431.787;12.948616;1;1000;0;3537367;7;959;0;35445;1.916;1.871;1.905;36.002;33.843;20.762;
2023-05-19;12:23:06;5;0.526;1006.44;994.84;440.525;12.944395;1;1000;0;3537427;7;959;0;35457;1.781;1.739;1.771;35.995;33.84;20.762;
2023-05-19;12:24:06;5;0.526;1006.57;994.88;427.212;12.942923;1;1000;0;3537487;7;959;1;35461;1.916;1.871;1.906;35.999;33.842;20.758;
2023-05-19;12:25:06;5;0.526;1006.49;994.9;441.262;12.942923;1;1000;0;3537547;8;959;0;35491;1.884;1.84;1.874;35.999;33.838;20.761;
2023-05-19;12:26:06;5;0.526;1006.46;994.88;439.312;12.944101;1;1000;0;3537607;8;959;0;35489;1.658;1.619;1.649;36.002;33.842;20.758;
2023-05-19;12:27:06;5;0.526;1006.54;994.91;441.062;12.945867;1;1000;0;3537667;7;959;0;35485;1.789;1.747;1.779;36.001;33.844;20.755;
2023-05-19;12:28:06;5;0.526;1006.49;994.92;431.975;12.948616;1;1000;0;3537727;8;959;0;35493;1.793;1.751;1.783;36.004;33.839;20.755;
2023-05-19;12:29:06;5;0.526;1006.52;994.95;438.087;12.946162;1;1000;0;3537787;8;959;0;35488;1.826;1.783;1.816;36.002;33.836;20.729;
2023-05-19;12:30:06;5;0.526;1006.54;994.95;425.975;12.945769;1;1000;0;3537847;7;959;0;35488;1.704;1.664;1.695;35.998;33.837;20.73;
2023-05-19;12:31:06;5;0.526;1006.52;994.95;436.05;12.948223;1;1000;0;3537907;7;959;0;35484;1.766;1.725;1.756;36;33.84;20.723;
2023-05-19;12:32:06;5;0.526;1006.54;995;440;12.943217;1;1000;0;3537967;7;959;0;35482;1.955;1.909;1.944;35.997;33.844;20.709;
2023-05-19;12:33:06;5;0.526;1006.54;994.97;436.75;12.942039;1;1000;0;3538027;9;959;0;35476;1.774;1.732;1.764;35.996;33.843;20.737;
2023-05-19;12:34:06;5;0.526;1006.57;995;443.762;12.950089;1;1000;0;3538087;7;959;0;35481;2.013;1.965;2.001;36;33.841;20.694;
2023-05-19;12:35:06;5;0.526;1006.53;995.01;435.725;12.946947;1;1000;0;3538147;7;959;0;35482;1.943;1.898;1.933;35.999;33.838;20.694;
2023-05-19;12:36:06;5;0.526;1006.62;995.02;438.062;12.947536;1;1000;0;3538207;7;959;0;35482;1.684;1.645;1.675;36.003;33.839;20.691;
2023-05-19;12:37:06;5;0.526;1006.57;995;443.162;12.946457;1;1000;0;3538267;8;959;0;35483;1.73;1.69;1.721;35.996;33.839;20.691;
2023-05-19;12:38:06;5;0.526;1006.59;995.01;434.925;12.944297;1;1000;0;3538327;8;959;0;35489;1.865;1.822;1.855;36;33.836;20.691;
2023-05-19;12:39:06;5;0.526;1006.7;995.03;442.512;12.943217;1;1000;0;3538387;8;959;0;35482;1.808;1.766;1.798;35.996;33.837;20.691;
2023-05-19;12:40:06;5;0.526;1006.66;995.05;432.962;12.944199;1;1000;0;3538447;8;959;0;35482;1.753;1.712;1.743;36.003;33.84;20.691;
2023-05-19;12:41:06;5;0.526;1006.68;995.06;435.012;12.944591;1;1000;0;3538507;8;959;0;35490;1.761;1.72;1.752;35.996;33.839;20.691;
2023-05-19;12:42:06;5;0.526;1006.75;995.12;438.5;12.950285;1;1000;0;3538567;7;959;0;35472;2.036;1.989;2.025;35.999;33.833;20.691;
2023-05-19;12:43:06;5;0.526;1006.68;995.15;433.012;12.948812;1;1000;0;3538627;9;959;0;35489;1.738;1.698;1.728;36.003;33.839;20.691;
2023-05-19;12:44:06;5;0.526;1006.73;995.16;436.112;12.948125;1;1000;0;3538687;7;959;0;35461;1.881;1.837;1.871;35.998;33.837;20.69;
2023-05-19;12:45:06;5;0.526;1006.73;995.16;431.15;12.946653;1;1000;0;3538747;7;958;0;35475;1.772;1.73;1.762;36.002;33.83;20.69;
2023-05-19;12:46:06;5;0.526;1006.75;995.21;427.312;12.943708;1;1000;0;3538807;8;959;0;35475;1.889;1.845;1.878;35.999;33.837;20.687;
2023-05-19;12:47:06;5;0.526;1006.81;995.21;435.875;12.945082;1;1000;0;3538867;7;959;0;35493;1.898;1.854;1.888;35.998;33.837;20.687;
2023-05-19;12:48:06;5;0.526;1006.9;995.22;438.287;12.946653;1;1000;0;3538927;7;959;0;35478;1.879;1.836;1.869;35.997;33.83;20.676;
2023-05-19;12:49:06;5;0.526;1006.84;995.24;433.025;12.950972;1;1000;0;3538987;7;959;0;35480;1.807;1.765;1.797;36.003;33.826;20.644;
2023-05-19;12:50:06;5;0.526;1006.88;995.28;441.262;12.94626;1;1000;0;3539047;8;959;0;35449;1.722;1.682;1.712;35.999;33.832;20.651;
2023-05-19;12:51:06;5;0.526;1006.93;995.31;431.062;12.947045;1;1000;0;3539107;8;959;0;35453;1.833;1.791;1.823;35.999;33.828;20.658;
2023-05-19;12:52:06;5;0.526;1006.92;995.34;438.8;12.944493;1;1000;0;3539167;7;959;0;35492;1.85;1.808;1.84;35.999;33.831;20.644;
2023-05-19;12:53:06;5;0.526;1006.98;995.32;438.325;12.944395;1;1000;0;3539227;8;959;0;35481;1.92;1.875;1.909;35.998;33.826;20.676;
2023-05-19;12:54:06;5;0.526;1006.95;995.37;440.337;12.946653;1;1000;0;3539287;7;959;0;35463;1.605;1.568;1.596;35.996;33.837;20.687;
2023-05-19;12:55:06;5;0.526;1006.96;995.37;435.55;12.947045;1;1000;0;3539347;8;959;0;35482;1.637;1.599;1.628;35.999;33.831;20.733;
2023-05-19;12:56:06;5;0.526;1006.99;995.38;434.137;12.943217;1;1000;0;3539407;7;959;0;35489;1.846;1.804;1.836;35.997;33.821;20.771;
2023-05-19;12:57:06;5;0.526;1007.05;995.38;439.462;12.94253;1;1000;0;3539467;7;959;0;35471;1.837;1.795;1.827;35.999;33.826;20.835;
2023-05-19;12:58:06;5;0.526;1007.05;995.42;443.85;12.943806;1;1000;0;3539527;8;959;0;35498;1.413;1.381;1.405;36;33.829;20.906;
2023-05-19;12:59:06;5;0.526;1007.05;995.44;442;12.944101;1;1000;0;3539587;7;959;0;35472;1.961;1.916;1.95;35.998;33.833;20.973;
2023-05-19;13:00:06;5;0.526;1007.07;995.44;434.887;12.950776;1;1000;0;3539647;8;959;0;35478;1.86;1.817;1.85;36.003;33.836;20.991;
2023-05-19;13:01:06;5;0.526;1007.04;995.42;433.187;12.943708;1;1000;0;3539707;8;959;0;35483;1.976;1.93;1.965;35.996;33.832;20.977;
2023-05-19;13:02:06;5;0.526;1007.1;995.45;437.662;12.945769;1;1000;0;3539767;7;959;0;35490;1.851;1.809;1.841;36;33.843;20.967;
2023-05-19;13:03:06;5;0.526;1007.09;995.45;434.737;12.946555;1;1000;0;3539827;8;959;0;35518;1.718;1.679;1.709;36;33.847;20.939;
2023-05-19;13:04:06;5;0.526;1007.1;995.49;436.012;12.946751;1;1000;0;3539887;8;959;0;35522;1.904;1.861;1.894;35.999;33.84;20.907;
2023-05-19;13:05:06;5;0.526;1007.08;995.49;433.925;12.946064;1;1000;0;3539947;7;959;0;35520;1.683;1.644;1.674;36.004;33.843;20.904;
2023-05-19;13:06:06;5;0.526;1007.16;995.49;434.375;12.947438;1;1000;0;3540007;7;959;0;35500;1.936;1.891;1.925;35.998;33.85;20.897;
2023-05-19;13:07:06;5;0.526;1007.08;995.48;438.712;12.946456;1;1000;0;3540067;8;959;0;35513;1.854;1.812;1.844;35.998;33.852;20.89;
2023-05-19;13:08:06;5;0.526;1007.17;995.49;437.125;12.944788;1;1000;0;3540127;8;959;0;35500;1.904;1.86;1.894;35.995;33.863;20.859;
2023-05-19;13:09:06;5;0.526;1007.17;995.5;432.45;12.946555;1;1000;0;3540187;8;959;0;35511;1.928;1.884;1.918;36;33.864;20.838;
2023-05-19;13:10:06;5;0.526;1007.18;995.5;433.562;12.946162;1;1000;0;3540247;8;959;0;35518;1.915;1.871;1.905;35.996;33.864;20.834;
2023-05-19;13:11:06;5;0.526;1007.22;995.54;434.162;12.946849;1;1000;0;3540307;7;959;0;35530;1.992;1.946;1.981;36.001;33.866;20.834;
2023-05-19;13:12:06;5;0.526;1007.26;995.54;430.525;12.947634;1;1000;0;3540367;7;959;0;35506;1.651;1.613;1.642;36.002;33.861;20.834;
2023-05-19;13:13:06;5;0.526;1007.29;995.56;437.3;12.948223;1;1000;0;3540427;9;959;0;35493;1.8;1.759;1.79;36.001;33.867;20.831;
2023-05-19;13:14:06;5;0.526;1007.25;995.58;443.512;12.946751;1;1000;0;3540487;8;959;0;35504;1.756;1.716;1.747;35.998;33.868;20.802;
2023-05-19;13:15:06;5;0.526;1007.23;995.59;424.512;12.946653;1;1000;0;3540547;8;959;0;35533;1.671;1.633;1.662;35.998;33.864;20.788;
2023-05-19;13:16:06;5;0.526;1007.3;995.62;430.7;12.94734;1;1000;0;3540607;8;959;0;35527;1.7;1.662;1.691;36.005;33.867;20.763;
2023-05-19;13:17:06;5;0.526;1007.32;995.62;435.137;12.94891;1;1000;0;3540667;8;959;0;35522;1.845;1.803;1.835;35.998;33.867;20.767;
2023-05-19;13:18:06;5;0.526;1007.31;995.64;430.862;12.950187;1;1000;0;3540727;8;959;0;35535;1.844;1.802;1.834;35.999;33.872;20.763;
2023-05-19;13:19:06;5;0.526;1007.36;995.67;428.925;12.945966;1;1000;0;3540787;8;959;0;35531;1.592;1.556;1.583;36.001;33.871;20.763;
2023-05-19;13:20:06;5;0.526;1007.41;995.69;435.987;12.942923;1;1000;0;3540847;8;959;1;35545;1.964;1.92;1.953;35.994;33.869;20.763;
2023-05-19;13:21:06;5;0.526;1007.39;995.74;432.137;12.947634;1;1000;0;3540907;7;959;0;35531;1.585;1.549;1.576;36.003;33.869;20.763;
2023-05-19;13:22:06;5;0.526;1007.44;995.72;438.575;12.945769;1;1000;0;3540967;8;959;0;35551;1.826;1.785;1.816;35.999;33.873;20.764;
2023-05-19;13:23:06;5;0.526;1007.42;995.76;432.95;12.94626;1;1000;0;3541027;7;959;0;35533;1.685;1.647;1.676;35.996;33.875;20.764;
2023-05-19;13:24:06;5;0.526;1007.46;995.78;441.037;12.94626;1;1000;0;3541087;8;959;0;35532;1.7;1.662;1.691;36;33.877;20.764;
2023-05-19;13:25:06;5;0.526;1007.46;995.76;428.425;12.943708;1;1000;0;3541147;8;959;0;35549;1.706;1.667;1.697;35.997;33.865;20.76;
2023-05-19;13:26:06;5;0.526;1007.43;995.75;434.875;12.944297;1;1000;0;3541207;7;959;0;35536;1.788;1.748;1.778;36.002;33.871;20.738;
2023-05-19;13:27:06;5;0.526;1007.47;995.73;438.4;12.946555;1;1000;0;3541267;7;959;0;35533;1.858;1.816;1.848;35.999;33.872;20.742;
2023-05-19;13:28:06;5;0.526;1007.37;995.69;440.887;12.944886;1;1000;0;3541327;8;959;0;35534;1.969;1.924;1.958;35.999;33.877;20.753;
2023-05-19;13:29:06;5;0.526;1007.39;995.7;432.05;12.94577;1;1000;0;3541387;7;958;0;35535;1.73;1.691;1.721;36.001;33.877;20.749;
2023-05-19;13:30:06;5;0.526;1007.38;995.68;433.012;12.946358;1;1000;0;3541447;9;959;0;35537;1.705;1.666;1.695;35.998;33.867;20.735;
2023-05-19;13:31:06;5;0.526;1007.43;995.74;430.412;12.94734;1;1000;0;3541507;8;959;0;35524;1.759;1.719;1.749;36;33.878;20.76;
2023-05-19;13:32:06;5;0.526;1007.43;995.73;429.25;12.94469;1;1000;0;3541567;8;959;0;35547;1.835;1.794;1.825;36.002;33.873;20.749;
2023-05-19;13:33:06;5;0.526;1007.45;995.76;431.075;12.946751;1;1000;0;3541627;8;959;0;35552;1.858;1.816;1.848;35.999;33.87;20.763;
2023-05-19;13:34:06;5;0.526;1007.39;995.77;424.962;12.94734;1;1000;0;3541687;7;959;0;35548;1.443;1.41;1.436;36.002;33.869;20.763;
2023-05-19;13:35:06;5;0.526;1007.44;995.74;431.987;12.950089;1;1000;0;3541747;8;959;0;35525;1.991;1.946;1.98;36.001;33.867;20.763;
2023-05-19;13:36:06;5;0.526;1007.41;995.76;437.5;12.948518;1;1000;0;3541807;9;959;0;35536;1.649;1.612;1.64;35.999;33.865;20.774;
2023-05-19;13:37:06;5;0.526;1007.49;995.8;438.5;12.946162;1;1000;0;3541867;7;959;0;35507;1.447;1.415;1.439;35.996;33.87;20.795;
2023-05-19;13:38:06;5;0.526;1007.49;995.82;435.375;12.941941;1;1000;0;3541927;8;959;0;35514;1.632;1.595;1.623;35.999;33.867;20.816;
2023-05-19;13:39:06;5;0.526;1007.43;995.81;435.237;12.943413;1;1000;0;3541987;7;959;0;35521;1.749;1.71;1.739;35.999;33.866;20.831;
2023-05-19;13:40:06;5;0.526;1007.49;995.8;436.387;12.946751;1;1000;0;3542047;8;959;0;35526;1.747;1.708;1.738;35.998;33.862;20.834;
2023-05-19;13:41:06;5;0.526;1007.53;995.84;440.687;12.945966;1;1000;0;3542107;8;959;1;35535;1.7;1.662;1.691;35.999;33.867;20.855;
2023-05-19;13:42:06;5;0.526;1007.56;995.85;431.087;12.944101;1;1000;0;3542167;8;959;-1;31977;1.607;1.571;1.598;35.998;33.869;20.88;
2023-05-19;13:43:06;5;0.526;1007.57;995.87;437.112;12.944984;1;1000;0;3542227;7;959;-1;31982;1.746;1.707;1.737;35.999;33.86;20.905;
2023-05-19;13:44:06;5;0.526;1007.54;995.9;436.137;12.946947;1;1000;0;3542287;7;959;0;35532;1.85;1.808;1.84;36.003;33.866;20.905;
2023-05-19;13:45:06;5;0.526;1007.56;995.9;434.687;12.944591;1;1000;0;3542347;8;959;0;35531;1.729;1.69;1.719;36;33.857;20.904;
2023-05-19;13:46:06;5;0.526;1007.53;995.91;433.612;12.946849;1;1000;0;3542407;7;959;0;35520;1.93;1.887;1.92;35.999;33.857;20.918;
2023-05-19;13:47:06;5;0.526;1007.61;995.92;435.025;12.946849;1;1000;0;3542467;7;959;0;35531;1.838;1.797;1.828;35.997;33.852;20.975;
2023-05-19;13:48:06;5;0.526;1007.59;995.93;440.462;12.946457;1;1000;0;3542527;9;959;0;35495;1.556;1.521;1.547;35.999;33.857;20.975;
2023-05-19;13:49:06;5;0.526;1007.56;995.95;431.625;12.945769;1;1000;0;3542587;7;959;0;35524;1.833;1.792;1.823;35.998;33.854;21;
2023-05-19;13:50:06;5;0.526;1007.58;995.95;429.125;12.946554;1;1000;0;3542647;8;959;0;31985;1.701;1.663;1.692;36.004;33.858;21.042;
2023-05-19;13:51:06;5;0.526;1007.6;995.94;438.65;12.945573;1;1000;0;3542707;8;959;0;35512;1.655;1.618;1.646;35.998;33.856;21.046;
2023-05-19;13:52:06;5;0.526;1007.59;995.91;435.375;12.945769;1;1000;0;3542767;8;959;0;35512;1.844;1.803;1.834;35.998;33.851;21.049;
2023-05-19;13:53:06;5;0.526;1007.56;995.88;432.237;12.944297;1;1000;0;3542827;7;959;0;35528;1.599;1.563;1.59;35.998;33.852;21.06;
2023-05-19;13:54:06;5;0.526;1007.51;995.89;434.637;12.948911;1;1000;0;3542887;8;959;0;35527;1.775;1.735;1.766;35.997;33.852;21.116;
2023-05-19;13:55:06;5;0.526;1007.54;995.88;434.075;12.948027;1;1000;0;3542947;8;959;0;35520;1.646;1.609;1.637;36.003;33.854;21.113;
2023-05-19;13:56:06;5;0.526;1007.5;995.87;433.575;12.950088;1;1000;0;3543007;7;959;0;35508;1.753;1.714;1.743;36;33.854;21.117;
2023-05-19;13:57:06;5;0.526;1007.49;995.86;438.737;12.942137;1;1000;0;3543067;7;959;0;35513;1.849;1.807;1.839;36;33.854;21.116;
2023-05-19;13:58:06;5;0.526;1007.5;995.87;435.062;12.947536;1;1000;0;3543127;7;959;0;35506;1.67;1.633;1.661;35.997;33.853;21.124;
2023-05-19;13:59:06;5;0.526;1007.55;995.92;440.012;12.943904;1;1000;0;3543187;7;958;0;35525;1.979;1.935;1.968;35.996;33.852;21.12;
2023-05-19;14:00:06;5;0.526;1007.57;995.95;436.2;12.951266;1;1000;0;3543247;8;959;0;35517;1.835;1.794;1.825;36.004;33.85;21.117;
2023-05-19;14:01:06;5;0.526;1007.63;996;430.825;12.943708;1;1000;0;3543307;8;959;0;35532;1.907;1.864;1.897;36.001;33.839;21.116;
2023-05-19;14:02:06;5;0.526;1007.6;996;436.675;12.945377;1;1000;0;3543367;8;959;0;35512;1.91;1.867;1.9;36.004;33.856;21.117;
2023-05-19;14:03:06;5;0.526;1007.6;996.03;432.362;12.942432;1;1000;0;3543427;8;959;0;35514;1.732;1.694;1.723;35.997;33.851;21.116;
2023-05-19;14:04:06;5;0.526;1007.61;996.02;436.512;12.952248;1;1000;0;3543487;8;959;0;35521;1.769;1.729;1.759;36;33.842;21.116;
2023-05-19;14:05:06;5;0.526;1007.72;996.01;433.812;12.94999;1;1000;0;3543547;9;959;0;35547;1.837;1.796;1.827;35.998;33.841;21.095;
2023-05-19;14:06:06;5;0.526;1007.64;996.09;431.687;12.950089;1;1000;0;3543607;9;959;0;35525;1.81;1.77;1.8;35.999;33.848;21.056;
2023-05-19;14:07:06;5;0.526;1007.64;996.06;439.425;12.950972;1;1000;0;3543667;7;959;0;35506;1.909;1.867;1.899;35.996;33.849;21.052;
2023-05-19;14:08:06;5;0.526;1007.65;996.09;430.762;12.951266;1;1000;0;3543727;9;959;0;35520;2.001;1.957;1.99;35.999;33.853;21.045;
2023-05-19;14:09:06;5;0.526;1007.72;996.11;437.237;12.950579;1;1000;0;3543787;8;959;0;35509;2.085;2.039;2.074;35.999;33.846;21.045;
2023-05-19;14:10:06;5;0.526;1007.75;996.12;433.925;12.948714;1;1000;0;3543847;7;959;0;35517;1.823;1.782;1.813;35.995;33.842;21.045;
2023-05-19;14:11:06;5;0.526;1007.7;996.15;434.537;12.950383;1;1000;0;3543907;7;959;0;35487;1.734;1.696;1.725;36;33.84;21.045;
2023-05-19;14:12:06;5;0.526;1007.78;996.13;436.462;12.950776;1;1000;0;3543967;8;959;0;35517;2.015;1.97;2.004;35.999;33.846;21.02;
2023-05-19;14:13:06;5;0.526;1007.76;996.17;433.45;12.947438;1;1000;0;3544027;7;959;0;35499;1.741;1.703;1.732;36;33.845;21.02;
2023-05-19;14:14:06;5;0.526;1007.69;996.21;437.087;12.950186;1;1000;0;3544087;7;959;0;35496;2.028;1.983;2.017;35.998;33.841;21.016;
2023-05-19;14:15:06;5;0.526;1007.78;996.22;435.225;12.949205;1;1000;0;3544147;9;959;0;35481;1.938;1.894;1.927;36;33.847;21.042;
2023-05-19;14:16:06;5;0.526;1007.78;996.23;430.262;12.95107;1;1000;0;3544207;7;959;0;35503;1.663;1.626;1.654;36.002;33.853;21.046;
2023-05-19;14:17:06;5;0.526;1007.8;996.23;431.112;12.948125;1;1000;0;3544267;7;959;0;35485;2.091;2.045;2.08;35.998;33.85;21.113;
2023-05-19;14:18:06;5;0.526;1007.8;996.24;436.062;12.947733;1;1000;0;3544327;8;959;1;35509;1.652;1.615;1.643;35.996;33.85;21.123;
2023-05-19;14:19:06;5;0.526;1007.77;996.24;434.862;12.948911;1;1000;0;3544387;7;959;0;35512;1.931;1.888;1.921;36;33.851;21.187;
2023-05-19;14:20:06;5;0.526;1007.76;996.21;434.225;12.951364;1;1000;0;3544447;8;959;0;35510;1.516;1.482;1.508;36.002;33.854;21.201;
2023-05-19;14:21:06;5;0.526;1007.87;996.21;438.887;12.948616;1;1000;0;3544507;8;959;0;35505;1.577;1.542;1.568;35.994;33.852;21.187;
2023-05-19;14:22:06;5;0.526;1007.75;996.19;434.237;12.949107;1;1000;0;3544567;8;959;0;35534;1.984;1.94;1.973;35.999;33.856;21.187;
2023-05-19;14:23:06;5;0.526;1007.81;996.21;439.212;12.948027;1;1000;0;3544627;7;959;0;35497;1.859;1.818;1.849;36.002;33.863;21.149;
2023-05-19;14:24:06;5;0.526;1007.72;996.21;430.687;12.951659;1;1000;0;3544687;7;959;0;35518;1.754;1.715;1.745;36;33.857;21.117;
2023-05-19;14:25:06;5;0.526;1007.75;996.19;436.25;12.945769;1;1000;0;3544747;8;959;-1;31953;1.822;1.782;1.812;35.999;33.865;21.103;
2023-05-19;14:26:06;5;0.526;1007.78;996.21;434.537;12.947733;1;1000;0;3544807;8;959;0;35523;1.461;1.429;1.453;35.999;33.861;21.053;
2023-05-19;14:27:06;5;0.526;1007.8;996.24;433.012;12.947045;1;1000;0;3544867;8;959;0;35505;1.756;1.717;1.747;36.002;33.868;21.046;
2023-05-19;14:28:06;5;0.526;1007.8;996.24;431.85;12.949401;1;1000;0;3544927;8;959;0;35529;1.745;1.707;1.736;35.998;33.859;21.035;
2023-05-19;14:29:06;5;0.526;1007.84;996.23;435.912;12.947536;1;1000;0;3544987;8;959;0;35505;2.067;2.022;2.056;36.002;33.872;21.001;
2023-05-19;14:30:06;5;0.526;1007.84;996.25;435.05;12.948518;1;1000;0;3545047;7;958;0;35471;1.886;1.844;1.875;36.001;33.884;20.998;
2023-05-19;14:31:06;5;0.526;1007.83;996.29;428.95;12.950285;1;1000;0;3545107;10;959;0;35489;1.752;1.714;1.743;36.003;33.879;20.98;
2023-05-19;14:32:06;5;0.526;1007.88;996.29;430.187;12.949892;1;1000;0;3545167;7;959;0;35534;1.882;1.841;1.872;35.999;33.881;20.977;
2023-05-19;14:33:06;5;0.526;1007.87;996.28;435.187;12.946653;1;1000;0;3545227;8;959;0;35519;1.743;1.705;1.734;36.002;33.882;20.977;
2023-05-19;14:34:06;5;0.526;1007.95;996.29;432.175;12.948911;1;1000;0;3545287;8;959;0;35542;1.927;1.884;1.916;35.999;33.881;20.977;
2023-05-19;14:35:06;5;0.526;1007.96;996.33;432.712;12.949303;1;1000;0;3545347;8;959;0;35514;1.731;1.693;1.722;36.001;33.883;20.977;
2023-05-19;14:36:06;5;0.526;1007.88;996.31;433.987;12.953426;1;1000;0;3545407;8;959;0;35531;1.594;1.559;1.585;36;33.885;20.977;
